Country,Continents,Type of Coffee,Year,Average of unit_price(/kg),Scale,Conversions_Numeric,converted_price(/kg)
Angola,Africa,Arabica,2012,60,Units,95.46795542,0.63
Angola,Africa,Arabica,2013,60,Units,96.51827948,0.62
Angola,Africa,Arabica,2014,59.16666667,Units,98.30241686,0.60
Angola,Africa,Arabica,2015,60,Units,120.0607017,0.50
Angola,Africa,Arabica,2016,181.6666667,Units,163.6564341,1.11
Angola,Africa,Arabica,2017,291.6666667,Units,165.9159507,1.76
Angola,Africa,Arabica,2018,300,Units,252.8557477,1.19
Angola,Africa,Robusta,1973,8.1,Units,,
Angola,Africa,Robusta,1974,9.625,Units,,
Angola,Africa,Robusta,1975,6.125,Units,,
Angola,Africa,Robusta,1976,7.25,Units,,
Angola,Africa,Robusta,1977,9.5,Units,,
Angola,Africa,Robusta,1978,9.5,Units,,
Angola,Africa,Robusta,1979,16,Units,,
Angola,Africa,Robusta,1980,16,Units,,
Angola,Africa,Robusta,1981,16,Units,,
Angola,Africa,Robusta,1982,24.16666667,Units,,
Angola,Africa,Robusta,1983,30,Units,,
Angola,Africa,Robusta,1984,30.5,Units,,
Angola,Africa,Robusta,1985,30.5,Units,,
Angola,Africa,Robusta,1986,30.5,Units,,
Angola,Africa,Robusta,1987,30.5,Units,,
Angola,Africa,Robusta,1988,30.5,Units,,
Angola,Africa,Robusta,1989,35.3075,Units,,
Angola,Africa,Robusta,1990,55,Units,,
Angola,Africa,Robusta,1991,63.08333333,Units,,
Angola,Africa,Robusta,1992,218.1616667,Units,,
Angola,Africa,Robusta,1993,413,Units,,
Angola,Africa,Robusta,1994,53000,Units,,
Angola,Africa,Robusta,1995,875925,Units,,
Angola,Africa,Robusta,1996,43940,Units,,
Angola,Africa,Robusta,1997,104186.75,Units,,
Angola,Africa,Robusta,1998,196018.6167,Units,,
Angola,Africa,Robusta,1999,1403226,Units,,
Angola,Africa,Robusta,2000,5,Units,10.04054417,0.50
Angola,Africa,Robusta,2001,5,Units,22.05786167,0.23
Angola,Africa,Robusta,2002,5,Units,43.53020667,0.11
Angola,Africa,Robusta,2003,5.416666667,Units,74.60630083,0.07
Angola,Africa,Robusta,2004,9.166666667,Units,83.5413625,0.11
Angola,Africa,Robusta,2005,10,Units,87.15914167,0.11
Angola,Africa,Robusta,2006,11.5,Units,80.36807206,0.14
Angola,Africa,Robusta,2007,30.25,Units,76.70614275,0.39
Angola,Africa,Robusta,2008,35,Units,75.03335417,0.47
Angola,Africa,Robusta,2009,35,Units,79.32816667,0.44
Angola,Africa,Robusta,2010,45,Units,91.90572034,0.49
Angola,Africa,Robusta,2011,50,Units,93.93475,0.53
Angola,Africa,Robusta,2012,50,Units,95.46795542,0.52
Angola,Africa,Robusta,2013,50,Units,96.51827948,0.52
Angola,Africa,Robusta,2014,50,Units,98.30241686,0.51
Angola,Africa,Robusta,2015,50,Units,120.0607017,0.42
Angola,Africa,Robusta,2016,141.6666667,Units,163.6564341,0.87
Angola,Africa,Robusta,2017,241.6666667,Units,165.9159507,1.46
Angola,Africa,Robusta,2018,250,Units,252.8557477,0.99
Benin,Africa,Robusta,1973,98,Units,222.8891831,0.44
Benin,Africa,Robusta,1974,99.25,Units,240.7046676,0.41
Benin,Africa,Robusta,1975,104.75,Units,214.3129003,0.49
Benin,Africa,Robusta,1976,111.25,Units,238.9504943,0.47
Benin,Africa,Robusta,1977,120,Units,245.6796866,0.49
Benin,Africa,Robusta,1978,135,Units,225.6558602,0.60
Benin,Africa,Robusta,1979,141.25,Units,212.7216443,0.66
Benin,Africa,Robusta,1980,170,Units,211.2795554,0.80
Benin,Africa,Robusta,1981,202.5,Units,271.7314526,0.75
Benin,Africa,Robusta,1982,211.25,Units,328.6062527,0.64
Benin,Africa,Robusta,1983,220,Units,381.066036,0.58
Benin,Africa,Robusta,1984,235,Units,436.9566658,0.54
Benin,Africa,Robusta,1985,246.25,Units,449.2629627,0.55
Benin,Africa,Robusta,1986,292.5,Units,346.3059036,0.84
Benin,Africa,Robusta,1987,330,Units,300.5365624,1.10
Benin,Africa,Robusta,1988,330,Units,297.8482188,1.11
Benin,Africa,Robusta,1989,330,Units,319.0082995,1.03
Benin,Africa,Robusta,1990,330,Units,272.264788,1.21
Benin,Africa,Robusta,1991,140,Units,282.1069088,0.50
Benin,Africa,Robusta,1992,140,Units,264.6918008,0.53
Bolivia,South America,Arabica,1973,7.84,Units,,
Bolivia,South America,Arabica,1975,10.2375,Units,,
Bolivia,South America,Arabica,1976,17.30333333,Units,,
Bolivia,South America,Arabica,1977,33.13333333,Units,,
Bolivia,South America,Arabica,1978,22.87416667,Units,,
Bolivia,South America,Arabica,1979,20.82583333,Units,,
Bolivia,South America,Arabica,1980,24.37333333,Units,,
Bolivia,South America,Arabica,1981,21.28916667,Units,,
Bolivia,South America,Arabica,1982,68.97916667,Units,,
Bolivia,South America,Arabica,1983,244.3725,Units,,
Bolivia,South America,Arabica,1984,4351.95,Units,,
Bolivia,South America,Arabica,1985,0.279166667,Units,,
Bolivia,South America,Arabica,1986,2.045833333,Units,,
Bolivia,South America,Arabica,1987,2.009166667,Units,2.05485,0.98
Bolivia,South America,Arabica,1988,1.834166667,Units,2.350241667,0.78
Bolivia,South America,Arabica,1989,1.895833333,Units,2.691683333,0.70
Bolivia,South America,Arabica,1990,1.821666667,Units,3.17265,0.57
Bolivia,South America,Arabica,1991,2.076666667,Units,3.580608333,0.58
Bolivia,South America,Arabica,1992,1.881666667,Units,3.900516667,0.48
Bolivia,South America,Arabica,1993,1.289166667,Units,4.265083333,0.30
Bolivia,South America,Arabica,1994,4.1025,Units,4.620516667,0.89
Bolivia,South America,Arabica,1995,4.066666667,Units,4.800341667,0.85
Bolivia,South America,Arabica,1996,3.21,Units,5.0746125,0.63
Bolivia,South America,Arabica,1997,5.809166667,Units,5.254258333,1.11
Bolivia,South America,Arabica,1998,8.0025,Units,5.510133333,1.45
Bolivia,South America,Arabica,1999,6.3225,Units,5.812408333,1.09
Bolivia,South America,Arabica,2000,5.206666667,Units,6.183541667,0.84
Bolivia,South America,Arabica,2012,34.37454545,Units,6.91,4.97
Bolivia,South America,Arabica,2013,33.56545455,Units,6.91,4.86
Bolivia,South America,Arabica,2014,36.44666667,Units,6.91,5.27
Bolivia,South America,Arabica,2015,39.02,Units,6.91,5.65
Bolivia,South America,Arabica,2016,41.405,Units,6.91,5.99
Bolivia,South America,Arabica,2017,71.84583333,Units,6.91,10.40
Bolivia,South America,Arabica,2018,69.33666667,Units,6.91,10.03
Brazil,South America,Arabica,1964,496.035,Units,,
Brazil,South America,Arabica,1965,440.92,Units,,
Brazil,South America,Arabica,1966,440.92,Units,,
Brazil,South America,Arabica,1967,37.40333333,Units,,
Brazil,South America,Arabica,1968,1.026666667,Units,,
Brazil,South America,Arabica,1969,1.723333333,Units,,
Brazil,South America,Arabica,1970,2.666666667,Units,,
Brazil,South America,Arabica,1971,2.665833333,Units,,
Brazil,South America,Arabica,1972,3.42,Units,,
Brazil,South America,Arabica,1973,4.19,Units,,
Brazil,South America,Arabica,1974,5.29,Units,,
Brazil,South America,Arabica,1975,8.924166667,Units,,
Brazil,South America,Arabica,1976,21.36583333,Units,,
Brazil,South America,Arabica,1977,36.26666667,Units,,
Brazil,South America,Arabica,1978,29.81666667,Units,,
Brazil,South America,Arabica,1979,41.79666667,Units,,
Brazil,South America,Arabica,1980,79.695,Units,,
Brazil,South America,Arabica,1981,112.4166667,Units,,
Brazil,South America,Arabica,1982,231.4633333,Units,,
Brazil,South America,Arabica,1983,519.46,Units,,
Brazil,South America,Arabica,1984,2095.013333,Units,,
Brazil,South America,Arabica,1985,11223.05,Units,,
Brazil,South America,Arabica,1986,8096.120833,Units,,
Brazil,South America,Arabica,1987,35.75833333,Units,,
Brazil,South America,Arabica,1988,306.0166667,Units,,
Brazil,South America,Arabica,1989,2.9425,Units,,
Brazil,South America,Arabica,1990,75.4925,Units,,
Brazil,South America,Arabica,1991,392.37,Units,,
Brazil,South America,Arabica,1992,5011.424167,Units,,
Brazil,South America,Arabica,1993,80898.27667,Units,,
Brazil,South America,Arabica,1994,1290.135,Units,,
Brazil,South America,Arabica,1995,2.336666667,Units,0.917666667,2.55
Brazil,South America,Arabica,1996,2.136666667,Units,1.0051,2.13
Brazil,South America,Arabica,1997,3.465,Units,1.077991667,3.21
Brazil,South America,Arabica,1998,2.68,Units,1.160516667,2.31
Brazil,South America,Arabica,1999,2.950833333,Units,1.813932847,1.63
Brazil,South America,Arabica,2000,2.6475,Units,1.829423122,1.45
Brazil,South America,Arabica,2001,1.885833333,Units,2.349631709,0.80
Brazil,South America,Arabica,2002,1.984166667,Units,2.920363018,0.68
Brazil,South America,Arabica,2003,2.8975,Units,3.077475118,0.94
Brazil,South America,Arabica,2004,3.6225,Units,2.92511945,1.24
Brazil,South America,Arabica,2005,4.685833333,Units,2.434390036,1.92
Brazil,South America,Arabica,2006,4.173333333,Units,2.175326667,1.92
Brazil,South America,Arabica,2007,4.205833333,Units,1.947058333,2.16
Brazil,South America,Arabica,2008,4.339166667,Units,1.833766667,2.37
Brazil,South America,Arabica,2009,4.386666667,Units,1.999428173,2.19
Brazil,South America,Arabica,2010,5.180833333,Units,1.759226711,2.94
Brazil,South America,Arabica,2011,8.249166667,Units,1.672828755,4.93
Brazil,South America,Arabica,2012,6.501666667,Units,1.953068611,3.33
Brazil,South America,Arabica,2013,4.815833333,Units,2.156089151,2.23
Brazil,South America,Arabica,2014,6.975833333,Units,2.352951963,2.96
Brazil,South America,Arabica,2015,7.555,Units,3.326904383,2.27
Brazil,South America,Arabica,2016,8.240833333,Units,3.491313422,2.36
Brazil,South America,Arabica,2017,7.766666667,Units,3.191389446,2.43
Brazil,South America,Arabica,2018,7.260833333,Units,3.653825361,1.99
Brazil,South America,Robusta,1987,33.67916667,Units,,
Brazil,South America,Robusta,1988,245.3666667,Units,,
Brazil,South America,Robusta,1989,2.479166667,Units,,
Brazil,South America,Robusta,1990,48.77166667,Units,,
Brazil,South America,Robusta,1991,247.3966667,Units,,
Brazil,South America,Robusta,1992,3033.369167,Units,,
Brazil,South America,Robusta,1993,55476.88583,Units,,
Brazil,South America,Robusta,1994,925.8133333,Units,,
Brazil,South America,Robusta,1995,1.975833333,Units,0.917666667,2.15
Brazil,South America,Robusta,1996,1.544166667,Units,1.0051,1.54
Brazil,South America,Robusta,1997,1.855833333,Units,1.077991667,1.72
Brazil,South America,Robusta,1998,1.983333333,Units,1.160516667,1.71
Brazil,South America,Robusta,1999,2.268333333,Units,1.813932847,1.25
Brazil,South America,Robusta,2000,1.664166667,Units,1.829423122,0.91
Brazil,South America,Robusta,2001,0.971666667,Units,2.349631709,0.41
Brazil,South America,Robusta,2002,1.333333333,Units,2.920363018,0.46
Brazil,South America,Robusta,2003,2.1425,Units,3.077475118,0.70
Brazil,South America,Robusta,2004,2.2425,Units,2.92511945,0.77
Brazil,South America,Robusta,2005,2.486666667,Units,2.434390036,1.02
Brazil,South America,Robusta,2006,2.9725,Units,2.175326667,1.37
Brazil,South America,Robusta,2007,3.373333333,Units,1.947058333,1.73
Brazil,South America,Robusta,2008,3.639166667,Units,1.833766667,1.98
Brazil,South America,Robusta,2009,3.226666667,Units,1.999428173,1.61
Brazil,South America,Robusta,2010,2.874166667,Units,1.759226711,1.63
Brazil,South America,Robusta,2011,3.888333333,Units,1.672828755,2.32
Brazil,South America,Robusta,2012,4.475833333,Units,1.953068611,2.29
Brazil,South America,Robusta,2013,4.023333333,Units,2.156089151,1.87
Brazil,South America,Robusta,2014,4.2075,Units,2.352951963,1.79
Brazil,South America,Robusta,2015,5.3675,Units,3.326904383,1.61
Brazil,South America,Robusta,2016,7.060833333,Units,3.491313422,2.02
Brazil,South America,Robusta,2017,6.903333333,Units,3.191389446,2.16
Brazil,South America,Robusta,2018,5.398333333,Units,3.653825361,1.48
Burundi,Africa,Arabica,1963,20.375,Units,50.00000005,0.41
Burundi,Africa,Arabica,1964,25.75,Units,50.00000005,0.51
Burundi,Africa,Arabica,1965,33.125,Units,84.37500008,0.39
Burundi,Africa,Arabica,1966,35.75,Units,87.50000009,0.41
Burundi,Africa,Arabica,1967,35.25,Units,87.50000009,0.40
Burundi,Africa,Arabica,1968,34.25,Units,87.50000009,0.39
Burundi,Africa,Arabica,1969,32.875,Units,87.50000009,0.38
Burundi,Africa,Arabica,1970,35.125,Units,87.50000009,0.40
Burundi,Africa,Arabica,1971,35.25,Units,87.50000008,0.40
Burundi,Africa,Arabica,1972,34.25,Units,87.5,0.39
Burundi,Africa,Arabica,1973,37,Units,80.02608333,0.46
Burundi,Africa,Arabica,1974,43.25,Units,78.75,0.55
Burundi,Africa,Arabica,1975,40.5,Units,78.75,0.51
Burundi,Africa,Arabica,1976,58.5,Units,86.25,0.68
Burundi,Africa,Arabica,1977,100.25,Units,90,1.11
Burundi,Africa,Arabica,1978,112,Units,90,1.24
Burundi,Africa,Arabica,1979,115,Units,90,1.28
Burundi,Africa,Arabica,1980,117.5,Units,90,1.31
Burundi,Africa,Arabica,1981,118,Units,90,1.31
Burundi,Africa,Arabica,1982,118,Units,90,1.31
Burundi,Africa,Arabica,1983,120.25,Units,92.94833333,1.29
Burundi,Africa,Arabica,1984,124,Units,119.7091667,1.04
Burundi,Africa,Arabica,1985,125,Units,120.69075,1.04
Burundi,Africa,Arabica,1986,151.25,Units,114.1710833,1.32
Burundi,Africa,Arabica,1987,160,Units,123.5638333,1.29
Burundi,Africa,Arabica,1988,160,Units,140.395,1.14
Burundi,Africa,Arabica,1989,171.25,Units,158.6666667,1.08
Burundi,Africa,Arabica,1990,175,Units,171.2554167,1.02
Burundi,Africa,Arabica,1991,175,Units,181.5125833,0.96
Burundi,Africa,Arabica,1992,217.75,Units,208.3026667,1.05
Burundi,Africa,Arabica,1993,249.25,Units,242.78,1.03
Burundi,Africa,Arabica,1994,270,Units,252.6625,1.07
Burundi,Africa,Arabica,1995,248.75,Units,249.7575,1.00
Burundi,Africa,Arabica,1996,277.5,Units,302.7466667,0.92
Burundi,Africa,Arabica,1997,327.5,Units,352.3508333,0.93
Burundi,Africa,Arabica,1998,411.25,Units,447.7658333,0.92
Burundi,Africa,Arabica,1999,461.25,Units,563.5625,0.82
Burundi,Africa,Arabica,2000,470,Units,720.6733333,0.65
Burundi,Africa,Arabica,2001,470,Units,830.3533333,0.57
Burundi,Africa,Arabica,2002,473.75,Units,930.7491667,0.51
Burundi,Africa,Arabica,2003,475,Units,1082.62,0.44
Burundi,Africa,Arabica,2004,531.25,Units,1100.9,0.48
Burundi,Africa,Arabica,2005,812.5,Units,1081.577167,0.75
Burundi,Africa,Arabica,2006,1152.75,Units,1028.683553,1.12
Burundi,Africa,Arabica,2007,1535.5,Units,1081.869683,1.42
Burundi,Africa,Arabica,2008,1803,Units,1185.690833,1.52
Burundi,Africa,Arabica,2009,1859,Units,1230.179167,1.51
Burundi,Africa,Arabica,2010,1859,Units,1230.748333,1.51
Burundi,Africa,Robusta,1992,175,Units,208.3026667,0.84
Burundi,Africa,Robusta,1993,178.75,Units,242.78,0.74
Burundi,Africa,Robusta,1994,184.5,Units,252.6625,0.73
Burundi,Africa,Robusta,1995,186,Units,249.7575,0.74
Burundi,Africa,Robusta,1996,216,Units,302.7466667,0.71
Burundi,Africa,Robusta,1997,249.25,Units,352.3508333,0.71
Burundi,Africa,Robusta,1998,257,Units,447.7658333,0.57
C?另e d'Ivoire,Africa,Robusta,1963,80,,,
C?另e d'Ivoire,Africa,Robusta,1964,82.5,,,
C?另e d'Ivoire,Africa,Robusta,1965,86.25,,,
C?另e d'Ivoire,Africa,Robusta,1966,78.75,,,
C?另e d'Ivoire,Africa,Robusta,1967,90,,,
C?另e d'Ivoire,Africa,Robusta,1968,90,,,
C?另e d'Ivoire,Africa,Robusta,1969,91.25,,,
C?另e d'Ivoire,Africa,Robusta,1970,97.5,,,
C?另e d'Ivoire,Africa,Robusta,1971,105,,,
C?另e d'Ivoire,Africa,Robusta,1972,105,,,
C?另e d'Ivoire,Africa,Robusta,1973,108.75,,,
C?另e d'Ivoire,Africa,Robusta,1974,127.5,,,
C?另e d'Ivoire,Africa,Robusta,1975,150,,,
C?另e d'Ivoire,Africa,Robusta,1976,157.5,,,
C?另e d'Ivoire,Africa,Robusta,1977,197.5,,,
C?另e d'Ivoire,Africa,Robusta,1978,250,,,
C?另e d'Ivoire,Africa,Robusta,1979,262.5,,,
C?另e d'Ivoire,Africa,Robusta,1980,300,,,
C?另e d'Ivoire,Africa,Robusta,1981,300,,,
C?另e d'Ivoire,Africa,Robusta,1982,300,,,
C?另e d'Ivoire,Africa,Robusta,1983,312.5,,,
C?另e d'Ivoire,Africa,Robusta,1984,357.5,,,
C?另e d'Ivoire,Africa,Robusta,1985,385,,,
C?另e d'Ivoire,Africa,Robusta,1986,400,,,
C?另e d'Ivoire,Africa,Robusta,1987,400,,,
C?另e d'Ivoire,Africa,Robusta,1988,400,,,
C?另e d'Ivoire,Africa,Robusta,1989,350,,,
C?另e d'Ivoire,Africa,Robusta,1990,200,,,
C?另e d'Ivoire,Africa,Robusta,1991,200,,,
C?另e d'Ivoire,Africa,Robusta,1992,185,,,
C?另e d'Ivoire,Africa,Robusta,1993,173.75,,,
C?另e d'Ivoire,Africa,Robusta,1994,360,,,
C?另e d'Ivoire,Africa,Robusta,1995,652.5,,,
C?另e d'Ivoire,Africa,Robusta,1996,650,,,
C?另e d'Ivoire,Africa,Robusta,1997,505,,,
C?另e d'Ivoire,Africa,Robusta,1998,521.25,,,
C?另e d'Ivoire,Africa,Robusta,1999,526.2083333,,,
C?另e d'Ivoire,Africa,Robusta,2000,369.7727273,,,
C?另e d'Ivoire,Africa,Robusta,2002,211.74,,,
C?另e d'Ivoire,Africa,Robusta,2003,227.5,,,
C?另e d'Ivoire,Africa,Robusta,2004,208.1,,,
C?另e d'Ivoire,Africa,Robusta,2005,256.8333333,,,
C?另e d'Ivoire,Africa,Robusta,2006,433.3333333,,,
C?另e d'Ivoire,Africa,Robusta,2007,470.8888889,,,
C?另e d'Ivoire,Africa,Robusta,2008,656,,,
C?另e d'Ivoire,Africa,Robusta,2009,391.0833333,,,
C?另e d'Ivoire,Africa,Robusta,2010,294,,,
C?另e d'Ivoire,Africa,Robusta,2011,439.875,,,
C?另e d'Ivoire,Africa,Robusta,2012,520,,,
C?另e d'Ivoire,Africa,Robusta,2013,620,,,
C?另e d'Ivoire,Africa,Robusta,2014,620,,,
C?另e d'Ivoire,Africa,Robusta,2015,650,,,
C?另e d'Ivoire,Africa,Robusta,2016,690,,,
C?另e d'Ivoire,Africa,Robusta,2017,750,,,
C?另e d'Ivoire,Africa,Robusta,2018,750,,,
Cameroon,Africa,Arabica,1985,475,Units,449.2629627,1.06
Cameroon,Africa,Arabica,1986,475,Units,346.3059036,1.37
Cameroon,Africa,Arabica,1987,475,Units,300.5365624,1.58
Cameroon,Africa,Arabica,1988,475,Units,297.8482188,1.59
Cameroon,Africa,Arabica,1989,406.25,Units,319.0082995,1.27
Cameroon,Africa,Arabica,1990,193.75,Units,272.264788,0.71
Cameroon,Africa,Arabica,1991,175,Units,282.1069088,0.62
Cameroon,Africa,Arabica,1992,167.5,Units,264.6918008,0.63
Cameroon,Africa,Arabica,1993,145,Units,283.1625795,0.51
Cameroon,Africa,Arabica,1994,1033.333333,Units,555.2046957,1.86
Cameroon,Africa,Arabica,1995,939.1666667,Units,499.1484259,1.88
Cameroon,Africa,Arabica,1996,911.25,Units,511.5524303,1.78
Cameroon,Africa,Arabica,1997,561.25,Units,583.6693724,0.96
Cameroon,Africa,Arabica,1998,857.5,Units,589.9517746,1.45
Cameroon,Africa,Arabica,1999,1192.5,Units,615.4733493,1.94
Cameroon,Africa,Arabica,2000,510,Units,710.207977,0.72
Cameroon,Africa,Arabica,2001,308.3333333,Units,732.3976933,0.42
Cameroon,Africa,Arabica,2002,374.5833333,Units,693.7132265,0.54
Cameroon,Africa,Arabica,2003,475,Units,579.8974262,0.82
Cameroon,Africa,Arabica,2007,800,Units,478.6337185,1.67
Cameroon,Africa,Arabica,2008,775,Units,446.0000414,1.74
Cameroon,Africa,Arabica,2009,700,Units,470.2934233,1.49
Cameroon,Africa,Arabica,2013,909.2857143,Units,493.8996239,1.84
Cameroon,Africa,Arabica,2018,900,Units,555.4464584,1.62
Cameroon,Africa,Robusta,1963,93.225,Units,245.0163507,0.38
Cameroon,Africa,Robusta,1964,108.25,Units,245.0271841,0.44
Cameroon,Africa,Robusta,1965,120.25,Units,245.0609342,0.49
Cameroon,Africa,Robusta,1966,103.75,Units,245.6784366,0.42
Cameroon,Africa,Robusta,1967,115,Units,246.0009378,0.47
Cameroon,Africa,Robusta,1968,115,Units,247.5646938,0.46
Cameroon,Africa,Robusta,1969,115.5,Units,259.9605744,0.44
Cameroon,Africa,Robusta,1970,119,Units,276.403137,0.43
Cameroon,Africa,Robusta,1971,125,Units,275.3564567,0.45
Cameroon,Africa,Robusta,1972,125,Units,252.0276275,0.50
Cameroon,Africa,Robusta,1973,126.25,Units,222.8891831,0.57
Cameroon,Africa,Robusta,1974,131.25,Units,240.7046676,0.55
Cameroon,Africa,Robusta,1975,137.5,Units,214.3129003,0.64
Cameroon,Africa,Robusta,1976,157.5,Units,238.9504943,0.66
Cameroon,Africa,Robusta,1977,208.75,Units,245.6796866,0.85
Cameroon,Africa,Robusta,1978,257.5,Units,225.6558602,1.14
Cameroon,Africa,Robusta,1979,287.5,Units,212.7216443,1.35
Cameroon,Africa,Robusta,1980,312.5,Units,211.2795554,1.48
Cameroon,Africa,Robusta,1981,322.5,Units,271.7314526,1.19
Cameroon,Africa,Robusta,1982,335,Units,328.6062527,1.02
Cameroon,Africa,Robusta,1983,360,Units,381.066036,0.94
Cameroon,Africa,Robusta,1984,400,Units,436.9566658,0.92
Cameroon,Africa,Robusta,1985,432.5,Units,449.2629627,0.96
Cameroon,Africa,Robusta,1986,440,Units,346.3059036,1.27
Cameroon,Africa,Robusta,1987,440,Units,300.5365624,1.46
Cameroon,Africa,Robusta,1988,440,Units,297.8482188,1.48
Cameroon,Africa,Robusta,1989,373.75,Units,319.0082995,1.17
Cameroon,Africa,Robusta,1990,170,Units,272.264788,0.62
Cameroon,Africa,Robusta,1991,155,Units,282.1069088,0.55
Cameroon,Africa,Robusta,1992,141.25,Units,264.6918008,0.53
Cameroon,Africa,Robusta,1993,108.75,Units,283.1625795,0.38
Cameroon,Africa,Robusta,1994,360.8333333,Units,555.2046957,0.65
Cameroon,Africa,Robusta,1995,575,Units,499.1484259,1.15
Cameroon,Africa,Robusta,1996,575,Units,511.5524303,1.12
Cameroon,Africa,Robusta,1997,500,Units,583.6693724,0.86
Cameroon,Africa,Robusta,1998,475,Units,589.9517746,0.81
Cameroon,Africa,Robusta,1999,425,Units,615.4733493,0.69
Cameroon,Africa,Robusta,2000,475,Units,710.207977,0.67
Cameroon,Africa,Robusta,2001,341.25,Units,732.3976933,0.47
Cameroon,Africa,Robusta,2002,245,Units,693.7132265,0.35
Cameroon,Africa,Robusta,2003,300,Units,579.8974262,0.52
Cameroon,Africa,Robusta,2007,550,Units,478.6337185,1.15
Cameroon,Africa,Robusta,2008,512.5,Units,446.0000414,1.15
Cameroon,Africa,Robusta,2009,400,Units,470.2934233,0.85
Cameroon,Africa,Robusta,2013,727.5714286,Units,493.8996239,1.47
Cameroon,Africa,Robusta,2018,575,Units,555.4464584,1.04
Central African Rep.,Africa,Robusta,1971,100,Units,275.3564567,0.36
Central African Rep.,Africa,Robusta,1972,100,Units,252.0276275,0.40
Central African Rep.,Africa,Robusta,1973,103,Units,222.8891831,0.46
Central African Rep.,Africa,Robusta,1974,112,Units,240.7046676,0.47
Central African Rep.,Africa,Robusta,1975,119,Units,214.3129003,0.56
Central African Rep.,Africa,Robusta,1976,142.5,Units,238.9504943,0.60
Central African Rep.,Africa,Robusta,1977,162.5,Units,245.6796866,0.66
Central African Rep.,Africa,Robusta,1978,200,Units,225.6558602,0.89
Central African Rep.,Africa,Robusta,1979,210,Units,212.7216443,0.99
Central African Rep.,Africa,Robusta,1980,240,Units,211.2795554,1.14
Central African Rep.,Africa,Robusta,1981,240,Units,271.7314526,0.88
Central African Rep.,Africa,Robusta,1982,242.5,Units,328.6062527,0.74
Central African Rep.,Africa,Robusta,1983,255,Units,381.066036,0.67
Central African Rep.,Africa,Robusta,1984,270,Units,436.9566658,0.62
Central African Rep.,Africa,Robusta,1985,277.5,Units,449.2629627,0.62
Central African Rep.,Africa,Robusta,1986,320,Units,346.3059036,0.92
Central African Rep.,Africa,Robusta,1987,380,Units,300.5365624,1.26
Central African Rep.,Africa,Robusta,1988,380,Units,297.8482188,1.28
Central African Rep.,Africa,Robusta,1989,340,Units,319.0082995,1.07
Central African Rep.,Africa,Robusta,1990,220,Units,272.264788,0.81
Central African Rep.,Africa,Robusta,1991,227,Units,282.1069088,0.80
Central African Rep.,Africa,Robusta,1992,198.6666667,Units,264.6918008,0.75
Central African Rep.,Africa,Robusta,1993,149,Units,283.1625795,0.53
Central African Rep.,Africa,Robusta,1994,400,Units,555.2046957,0.72
Central African Rep.,Africa,Robusta,1995,628.0833333,Units,499.1484259,1.26
Central African Rep.,Africa,Robusta,1996,507.75,Units,511.5524303,0.99
Central African Rep.,Africa,Robusta,1997,494.1666667,Units,583.6693724,0.85
Central African Rep.,Africa,Robusta,1998,493.3333333,Units,589.9517746,0.84
Central African Rep.,Africa,Robusta,1999,402,Units,615.4733493,0.65
Central African Rep.,Africa,Robusta,2000,285,Units,710.207977,0.40
Central African Rep.,Africa,Robusta,2001,213.125,Units,732.3976933,0.29
Central African Rep.,Africa,Robusta,2002,181.7916667,Units,693.7132265,0.26
Central African Rep.,Africa,Robusta,2003,231,Units,579.8974262,0.40
Central African Rep.,Africa,Robusta,2004,231,Units,527.3380323,0.44
Central African Rep.,Africa,Robusta,2007,452.33,Units,478.6337185,0.95
Central African Rep.,Africa,Robusta,2008,448.58,Units,446.0000414,1.01
Central African Rep.,Africa,Robusta,2009,451.7475,Units,470.2934233,0.96
Central African Rep.,Africa,Robusta,2010,558.625,Units,494.7942622,1.13
Central African Rep.,Africa,Robusta,2011,756,Units,471.2486257,1.60
Central African Rep.,Africa,Robusta,2012,775.5,Units,510.5563385,1.52
Central African Rep.,Africa,Robusta,2015,516.25,Units,591.211698,0.87
Central African Rep.,Africa,Robusta,2016,399.1666667,Units,592.6056151,0.67
Colombia,South America,Arabica,1963,4.44,Units,9,0.49
Colombia,South America,Arabica,1964,5.75,Units,9,0.64
Colombia,South America,Arabica,1965,5.74,Units,10.475,0.55
Colombia,South America,Arabica,1966,6.06,Units,13.5,0.45
Colombia,South America,Arabica,1967,6.07,Units,14.50639167,0.42
Colombia,South America,Arabica,1968,7.11,Units,16.29066667,0.44
Colombia,South America,Arabica,1969,7.86,Units,17.32014167,0.45
Colombia,South America,Arabica,1970,10.43,Units,18.4431,0.57
Colombia,South America,Arabica,1971,9.97,Units,19.93193333,0.50
Colombia,South America,Arabica,1972,11.99,Units,21.86564167,0.55
Colombia,South America,Arabica,1973,15.5,Units,23.63698333,0.66
Colombia,South America,Arabica,1974,17.6525,Units,26.064125,0.68
Colombia,South America,Arabica,1975,21.84,Units,30.92894167,0.71
Colombia,South America,Arabica,1976,44.295,Units,34.693925,1.28
Colombia,South America,Arabica,1977,57.43166667,Units,36.77486667,1.56
Colombia,South America,Arabica,1978,58.4,Units,39.09464167,1.49
Colombia,South America,Arabica,1979,58.14416667,Units,42.549775,1.37
Colombia,South America,Arabica,1980,69.31416667,Units,47.28030833,1.47
Colombia,South America,Arabica,1981,75.45916667,Units,54.49055,1.38
Colombia,South America,Arabica,1982,89.4475,Units,64.08471667,1.40
