,Unnamed: 0,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
320549,320549,Togo,Africa,kg,XAF,1,G,Robusta,Oct-2007,650.0,650.0
320550,320550,Uganda,Africa,kg,UGX,1,G,Arabica,Oct-2007,2500.0,2500.0
320551,320551,Uganda,Africa,kg,UGX,1,G,Robusta,Oct-2007,2200.0,2200.0
320552,320552,Zambia,Africa,kg,ZMK,1,G,Arabica,Oct-2007,9801.93,9801.93
320553,320553,India,Asia & Oceania,kg,INR,50,G,Arabica,Oct-2007,5040.0,100.8
320554,320554,India,Asia & Oceania,kg,INR,50,G,Robusta,Oct-2007,3800.0,76.0
320557,320557,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Oct-2007,4.95,4.95
320558,320558,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Oct-2007,1.43,1.43
320559,320559,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Oct-2007,91.76,91.76
320560,320560,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Oct-2007,84.76,84.76
320561,320561,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Oct-2007,59.81,59.81
320562,320562,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Oct-2007,26000.0,26000.0
320563,320563,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-2007,55385.92,1206.66
320565,320565,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Oct-2007,2903.02,63.25
320566,320566,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Oct-2007,800.1875,17.43
320567,320567,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Oct-2007,783.0,17.06
320568,320568,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Oct-2007,1522.35,33.17
320569,320569,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Oct-2007,2345.5,86.87
320570,320570,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Oct-2007,9.6915,21.54
320571,320571,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Oct-2007,1103.55,24.04
320572,320572,Brazil,South America,kg,BRL,60,G,Arabica,Oct-2007,255.84,4.26
320573,320573,Brazil,South America,kg,BRL,60,G,Robusta,Oct-2007,205.28,3.42
320574,320574,Colombia,South America,kg,COP,125,P,Arabica,Oct-2007,495234.0,3961.87
320575,320575,Ecuador,South America,SQ,USD,1,G,Arabica,Oct-2007,120.0,2.61
320576,320576,Ecuador,South America,SQ,USD,1,G,Robusta,Oct-2007,71.21,1.55
320577,320577,Peru,South America,kg,PEN,1,P,Arabica,Oct-2007,6.23,6.23
321133,321133,Angola,Africa,kg,AOA,1,D,Robusta,Nov-2007,35.0,35.0
321134,321134,Burundi,Africa,kg,BIF,1,P,Arabica,Nov-2007,1635.0,1635.0
321135,321135,Cameroon,Africa,kg,XAF,1,G,Arabica,Nov-2007,800.0,800.0
321136,321136,Cameroon,Africa,kg,XAF,1,G,Robusta,Nov-2007,550.0,550.0
321137,321137,Central African Republic,Africa,kg,XAF,1,G,Robusta,Nov-2007,452.33,452.33
321139,321139,Ethiopia,Africa,kg,ETB,17,G,Arabica,Nov-2007,333.39,19.61
321142,321142,Malawi,Africa,kg,MWK,1,G,Arabica,Nov-2007,322.8,322.8
321143,321143,Tanzania,Africa,kg,TZS,1,P,Arabica,Nov-2007,1600.0,1600.0
321144,321144,Tanzania,Africa,kg,TZS,1,P,Robusta,Nov-2007,600.0,600.0
321145,321145,Togo,Africa,kg,XAF,1,G,Robusta,Nov-2007,537.0,537.0
321146,321146,Uganda,Africa,kg,UGX,1,G,Arabica,Nov-2007,2700.0,2700.0
321147,321147,Uganda,Africa,kg,UGX,1,G,Robusta,Nov-2007,2200.0,2200.0
321148,321148,Zambia,Africa,kg,ZMK,1,G,Arabica,Nov-2007,10012.23,10012.23
321149,321149,India,Asia & Oceania,kg,INR,50,G,Arabica,Nov-2007,4740.0,94.8
321150,321150,India,Asia & Oceania,kg,INR,50,G,Robusta,Nov-2007,3840.0,76.8
321153,321153,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Nov-2007,4.96,4.96
321154,321154,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Nov-2007,1.41,1.41
321155,321155,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Nov-2007,83.05,83.05
321156,321156,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Nov-2007,76.05,76.05
321157,321157,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Nov-2007,59.81,59.81
321158,321158,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Nov-2007,26900.0,26900.0
321159,321159,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Nov-2007,55385.92,1206.66
321161,321161,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Nov-2007,2993.74,65.22
321162,321162,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Nov-2007,708.84,15.44
321163,321163,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Nov-2007,759.92,16.56
321164,321164,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Nov-2007,1606.37,35.0
321165,321165,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Nov-2007,2345.5,86.87
321166,321166,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Nov-2007,10.2018,22.67
321167,321167,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Nov-2007,1103.55,24.04
321168,321168,Brazil,South America,kg,BRL,60,G,Arabica,Nov-2007,245.82,4.1
321169,321169,Brazil,South America,kg,BRL,60,G,Robusta,Nov-2007,206.47,3.44
321170,321170,Colombia,South America,kg,COP,125,P,Arabica,Nov-2007,490295.0,3922.36
321171,321171,Ecuador,South America,SQ,USD,1,G,Arabica,Nov-2007,120.0,2.61
321172,321172,Ecuador,South America,SQ,USD,1,G,Robusta,Nov-2007,71.66,1.56
321173,321173,Peru,South America,kg,PEN,1,P,Arabica,Nov-2007,4.14,4.14
321729,321729,Angola,Africa,kg,AOA,1,D,Robusta,Dec-2007,35.0,35.0
321730,321730,Burundi,Africa,kg,BIF,1,P,Arabica,Dec-2007,1635.0,1635.0
321731,321731,Cameroon,Africa,kg,XAF,1,G,Arabica,Dec-2007,800.0,800.0
321732,321732,Cameroon,Africa,kg,XAF,1,G,Robusta,Dec-2007,550.0,550.0
321733,321733,Central African Republic,Africa,kg,XAF,1,G,Robusta,Dec-2007,452.33,452.33
321735,321735,Ethiopia,Africa,kg,ETB,17,G,Arabica,Dec-2007,320.89,18.88
321738,321738,Malawi,Africa,kg,MWK,1,G,Arabica,Dec-2007,297.68,297.68
321739,321739,Tanzania,Africa,kg,TZS,1,P,Arabica,Dec-2007,1600.0,1600.0
321740,321740,Tanzania,Africa,kg,TZS,1,P,Robusta,Dec-2007,600.0,600.0
321741,321741,Togo,Africa,kg,XAF,1,G,Robusta,Dec-2007,550.0,550.0
321742,321742,Uganda,Africa,kg,UGX,1,G,Arabica,Dec-2007,2700.0,2700.0
321743,321743,Uganda,Africa,kg,UGX,1,G,Robusta,Dec-2007,2500.0,2500.0
321744,321744,Zambia,Africa,kg,ZMK,1,G,Arabica,Dec-2007,9799.13,9799.13
321745,321745,India,Asia & Oceania,kg,INR,50,G,Arabica,Dec-2007,5160.0,103.2
321746,321746,India,Asia & Oceania,kg,INR,50,G,Robusta,Dec-2007,3720.0,74.4
321749,321749,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Dec-2007,5.19,5.19
321750,321750,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Dec-2007,1.4,1.4
321751,321751,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Dec-2007,75.48,75.48
321752,321752,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Dec-2007,68.48,68.48
321753,321753,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Dec-2007,59.81,59.81
321754,321754,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Dec-2007,27000.0,27000.0
321755,321755,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Dec-2007,55385.92,1206.66
321757,321757,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Dec-2007,2993.74,65.22
321758,321758,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Dec-2007,773.5875,16.85
321759,321759,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Dec-2007,809.54,17.64
321760,321760,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Dec-2007,1732.89,37.75
321761,321761,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Dec-2007,2345.5,86.87
321762,321762,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Dec-2007,11.8432,26.32
321763,321763,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Dec-2007,1103.55,24.04
321764,321764,Brazil,South America,kg,BRL,60,G,Arabica,Dec-2007,261.28,4.35
321765,321765,Brazil,South America,kg,BRL,60,G,Robusta,Dec-2007,207.18,3.45
321766,321766,Colombia,South America,kg,COP,125,P,Arabica,Dec-2007,506107.0,4048.86
321767,321767,Ecuador,South America,SQ,USD,1,G,Arabica,Dec-2007,120.0,2.61
321768,321768,Ecuador,South America,SQ,USD,1,G,Robusta,Dec-2007,72.0,1.57
321769,321769,Peru,South America,kg,PEN,1,P,Arabica,Dec-2007,4.3,4.3
322325,322325,Angola,Africa,kg,AOA,1,D,Robusta,Jan-2008,35.0,35.0
322326,322326,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-2008,1635.0,1635.0
322327,322327,Cameroon,Africa,kg,XAF,1,G,Arabica,Jan-2008,800.0,800.0
322328,322328,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-2008,550.0,550.0
322329,322329,Central African Republic,Africa,kg,XAF,1,G,Robusta,Jan-2008,452.33,452.33
322330,322330,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-2008,584.0,584.0
322331,322331,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jan-2008,281.98,16.59
322334,322334,Malawi,Africa,kg,MWK,1,G,Arabica,Jan-2008,242.05,242.05
322335,322335,Tanzania,Africa,kg,TZS,1,P,Arabica,Jan-2008,1600.0,1600.0
322336,322336,Tanzania,Africa,kg,TZS,1,P,Robusta,Jan-2008,700.0,700.0
322337,322337,Togo,Africa,kg,XAF,1,G,Robusta,Jan-2008,688.0,688.0
322338,322338,Uganda,Africa,kg,UGX,1,G,Arabica,Jan-2008,2525.0,2525.0
322339,322339,Uganda,Africa,kg,UGX,1,G,Robusta,Jan-2008,2450.0,2450.0
322340,322340,Zambia,Africa,kg,ZMK,1,G,Arabica,Jan-2008,10936.38,10936.38
322341,322341,India,Asia & Oceania,kg,INR,50,G,Arabica,Jan-2008,5525.0,110.5
322342,322342,India,Asia & Oceania,kg,INR,50,G,Robusta,Jan-2008,3960.0,79.2
322345,322345,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jan-2008,7.02,7.02
322346,322346,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Jan-2008,1.78,1.78
322347,322347,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Jan-2008,78.67,78.67
322348,322348,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jan-2008,71.67,71.67
322349,322349,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jan-2008,61.43,61.43
322350,322350,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Jan-2008,30800.0,30800.0
322351,322351,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-2008,55385.92,1206.66
322352,322352,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jan-2008,3.3,0.26
322353,322353,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jan-2008,3447.34,75.11
322354,322354,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jan-2008,784.7875,17.1
322355,322355,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jan-2008,828.29,18.05
322356,322356,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jan-2008,1854.24,40.4
322357,322357,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jan-2008,2345.5,86.87
322358,322358,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Jan-2008,13.4331,29.85
322359,322359,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Jan-2008,1103.55,24.04
322360,322360,Brazil,South America,kg,BRL,60,G,Arabica,Jan-2008,267.84,4.46
322361,322361,Brazil,South America,kg,BRL,60,G,Robusta,Jan-2008,209.73,3.5
322362,322362,Colombia,South America,kg,COP,125,P,Arabica,Jan-2008,502435.0,4019.48
322363,322363,Ecuador,South America,SQ,USD,1,G,Arabica,Jan-2008,120.0,2.61
322364,322364,Ecuador,South America,SQ,USD,1,G,Robusta,Jan-2008,70.67,1.54
322365,322365,Peru,South America,kg,PEN,1,P,Arabica,Jan-2008,4.02,4.02
322921,322921,Angola,Africa,kg,AOA,1,D,Robusta,Feb-2008,35.0,35.0
322922,322922,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-2008,1635.0,1635.0
322923,322923,Cameroon,Africa,kg,XAF,1,G,Arabica,Feb-2008,800.0,800.0
322924,322924,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-2008,550.0,550.0
322925,322925,Central African Republic,Africa,kg,XAF,1,G,Robusta,Feb-2008,452.33,452.33
322926,322926,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Feb-2008,589.0,589.0
322927,322927,Ethiopia,Africa,kg,ETB,17,G,Arabica,Feb-2008,272.72,16.04
322930,322930,Malawi,Africa,kg,MWK,1,G,Arabica,Feb-2008,283.76,283.76
322931,322931,Tanzania,Africa,kg,TZS,1,P,Arabica,Feb-2008,1600.0,1600.0
322932,322932,Tanzania,Africa,kg,TZS,1,P,Robusta,Feb-2008,700.0,700.0
322933,322933,Togo,Africa,kg,XAF,1,G,Robusta,Feb-2008,750.0,750.0
322934,322934,Uganda,Africa,kg,UGX,1,G,Arabica,Feb-2008,3000.0,3000.0
322935,322935,Uganda,Africa,kg,UGX,1,G,Robusta,Feb-2008,3000.0,3000.0
322936,322936,Zambia,Africa,kg,ZMK,1,G,Arabica,Feb-2008,10710.43,10710.43
322937,322937,India,Asia & Oceania,kg,INR,50,G,Arabica,Feb-2008,5850.0,117.0
322938,322938,India,Asia & Oceania,kg,INR,50,G,Robusta,Feb-2008,4500.0,90.0
322941,322941,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Feb-2008,7.46,7.46
322942,322942,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Feb-2008,1.98,1.98
322943,322943,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Feb-2008,91.35,91.35
322944,322944,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Feb-2008,84.35,84.35
322945,322945,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Feb-2008,61.43,61.43
322946,322946,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Feb-2008,35100.0,35100.0
322947,322947,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Feb-2008,55385.92,1206.66
322948,322948,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Feb-2008,3.3,0.26
322949,322949,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Feb-2008,3628.78,79.06
322950,322950,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Feb-2008,904.225,19.7
322951,322951,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Feb-2008,915.5,19.95
322952,322952,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Feb-2008,2142.44,46.68
322953,322953,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Feb-2008,2550.0,94.44
322954,322954,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Feb-2008,13.5664,30.15
322955,322955,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Feb-2008,1103.55,24.04
322956,322956,Brazil,South America,kg,BRL,60,G,Arabica,Feb-2008,285.19,4.75
322957,322957,Brazil,South America,kg,BRL,60,G,Robusta,Feb-2008,221.46,3.69
322958,322958,Colombia,South America,kg,COP,125,P,Arabica,Feb-2008,546440.0,4371.52
322959,322959,Ecuador,South America,SQ,USD,1,G,Arabica,Feb-2008,120.0,2.61
322960,322960,Ecuador,South America,SQ,USD,1,G,Robusta,Feb-2008,73.33,1.6
322961,322961,Peru,South America,kg,PEN,1,P,Arabica,Feb-2008,4.69,4.69
323517,323517,Angola,Africa,kg,AOA,1,D,Robusta,Mar-2008,35.0,35.0
323518,323518,Burundi,Africa,kg,BIF,1,P,Arabica,Mar-2008,1635.0,1635.0
323519,323519,Cameroon,Africa,kg,XAF,1,G,Arabica,Mar-2008,800.0,800.0
323520,323520,Cameroon,Africa,kg,XAF,1,G,Robusta,Mar-2008,550.0,550.0
323521,323521,Central African Republic,Africa,kg,XAF,1,G,Robusta,Mar-2008,452.33,452.33
323522,323522,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Mar-2008,672.0,672.0
323523,323523,Ethiopia,Africa,kg,ETB,17,G,Arabica,Mar-2008,279.06,16.42
323526,323526,Malawi,Africa,kg,MWK,1,G,Arabica,Mar-2008,334.08,334.08
323527,323527,Tanzania,Africa,kg,TZS,1,P,Arabica,Mar-2008,1600.0,1600.0
323528,323528,Tanzania,Africa,kg,TZS,1,P,Robusta,Mar-2008,700.0,700.0
323529,323529,Togo,Africa,kg,XAF,1,G,Robusta,Mar-2008,758.0,758.0
323530,323530,Uganda,Africa,kg,UGX,1,G,Arabica,Mar-2008,3050.0,3050.0
323531,323531,Uganda,Africa,kg,UGX,1,G,Robusta,Mar-2008,2950.0,2950.0
323532,323532,Zambia,Africa,kg,ZMK,1,G,Arabica,Mar-2008,9760.55,9760.55
323533,323533,India,Asia & Oceania,kg,INR,50,G,Arabica,Mar-2008,5625.0,112.5
323534,323534,India,Asia & Oceania,kg,INR,50,G,Robusta,Mar-2008,4560.0,91.2
323537,323537,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Mar-2008,7.57,7.57
323538,323538,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Mar-2008,2.07,2.07
323539,323539,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Mar-2008,102.61,102.61
323540,323540,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Mar-2008,95.61,95.61
323541,323541,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Mar-2008,61.43,61.43
323542,323542,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Mar-2008,35800.0,35800.0
323543,323543,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Mar-2008,55385.92,1206.66
323544,323544,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Mar-2008,3.3,0.26
323545,323545,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Mar-2008,3175.18,69.18
323546,323546,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Mar-2008,871.5875,18.99
323547,323547,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Mar-2008,921.9,20.08
323548,323548,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Mar-2008,2127.53,46.35
323549,323549,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Mar-2008,2550.0,94.44
323550,323550,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Mar-2008,12.0185,26.71
323551,323551,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Mar-2008,1103.55,24.04
323552,323552,Brazil,South America,kg,BRL,60,G,Arabica,Mar-2008,263.28,4.39
323553,323553,Brazil,South America,kg,BRL,60,G,Robusta,Mar-2008,228.62,3.81
323554,323554,Colombia,South America,kg,COP,125,P,Arabica,Mar-2008,491917.0,3935.34
323555,323555,Ecuador,South America,SQ,USD,1,G,Arabica,Mar-2008,150.0,3.27
323556,323556,Ecuador,South America,SQ,USD,1,G,Robusta,Mar-2008,74.75,1.63
323557,323557,Peru,South America,kg,PEN,1,P,Arabica,Mar-2008,4.61,4.61
324113,324113,Angola,Africa,kg,AOA,1,D,Robusta,Apr-2008,35.0,35.0
324114,324114,Burundi,Africa,kg,BIF,1,P,Arabica,Apr-2008,1859.0,1859.0
324115,324115,Cameroon,Africa,kg,XAF,1,G,Arabica,Apr-2008,800.0,800.0
324116,324116,Cameroon,Africa,kg,XAF,1,G,Robusta,Apr-2008,550.0,550.0
324117,324117,Central African Republic,Africa,kg,XAF,1,G,Robusta,Apr-2008,452.33,452.33
324118,324118,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Apr-2008,706.0,706.0
324119,324119,Ethiopia,Africa,kg,ETB,17,G,Arabica,Apr-2008,275.25,16.19
324122,324122,Malawi,Africa,kg,MWK,1,G,Arabica,Apr-2008,292.21,292.21
324123,324123,Tanzania,Africa,kg,TZS,1,P,Arabica,Apr-2008,1600.0,1600.0
324124,324124,Tanzania,Africa,kg,TZS,1,P,Robusta,Apr-2008,700.0,700.0
324125,324125,Togo,Africa,kg,XAF,1,G,Robusta,Apr-2008,775.0,775.0
324126,324126,Uganda,Africa,kg,UGX,1,G,Arabica,Apr-2008,2900.0,2900.0
324127,324127,Uganda,Africa,kg,UGX,1,G,Robusta,Apr-2008,2800.0,2800.0
324128,324128,Zambia,Africa,kg,ZMK,1,G,Arabica,Apr-2008,8741.03,8741.03
324129,324129,India,Asia & Oceania,kg,INR,50,G,Arabica,Apr-2008,5250.0,105.0
324130,324130,India,Asia & Oceania,kg,INR,50,G,Robusta,Apr-2008,4330.0,86.6
324133,324133,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Apr-2008,6.86,6.86
324134,324134,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Apr-2008,1.92,1.92
324135,324135,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Apr-2008,95.18,95.18
324136,324136,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Apr-2008,88.18,88.18
324137,324137,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Apr-2008,61.43,61.43
324138,324138,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Apr-2008,33300.0,33300.0
324139,324139,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Apr-2008,55385.92,1206.66
324140,324140,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Apr-2008,3.3,0.26
324141,324141,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Apr-2008,3628.78,79.06
324142,324142,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Apr-2008,767.9,16.73
324143,324143,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Apr-2008,874.96,19.06
324144,324144,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Apr-2008,2073.5,45.17
324145,324145,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Apr-2008,2550.0,94.44
324146,324146,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Apr-2008,11.0118,24.47
324147,324147,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Apr-2008,1103.55,24.04
324148,324148,Brazil,South America,kg,BRL,60,G,Arabica,Apr-2008,256.35,4.27
324149,324149,Brazil,South America,kg,BRL,60,G,Robusta,Apr-2008,222.44,3.71
324150,324150,Colombia,South America,kg,COP,125,P,Arabica,Apr-2008,439932.0,3519.46
324151,324151,Ecuador,South America,SQ,USD,1,G,Arabica,Apr-2008,150.0,3.27
324152,324152,Ecuador,South America,SQ,USD,1,G,Robusta,Apr-2008,75.29,1.64
324153,324153,Peru,South America,kg,PEN,1,P,Arabica,Apr-2008,4.75,4.75
324709,324709,Angola,Africa,kg,AOA,1,D,Robusta,May-2008,35.0,35.0
324710,324710,Burundi,Africa,kg,BIF,1,P,Arabica,May-2008,1859.0,1859.0
324711,324711,Cameroon,Africa,kg,XAF,1,G,Arabica,May-2008,800.0,800.0
324712,324712,Cameroon,Africa,kg,XAF,1,G,Robusta,May-2008,550.0,550.0
324713,324713,Central African Republic,Africa,kg,XAF,1,G,Robusta,May-2008,452.33,452.33
324714,324714,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,May-2008,727.0,727.0
324715,324715,Ethiopia,Africa,kg,ETB,17,G,Arabica,May-2008,257.74,15.16
324720,324720,Tanzania,Africa,kg,TZS,1,P,Robusta,May-2008,700.0,700.0
324721,324721,Togo,Africa,kg,XAF,1,G,Robusta,May-2008,775.0,775.0
324722,324722,Uganda,Africa,kg,UGX,1,G,Arabica,May-2008,2800.0,2800.0
324723,324723,Uganda,Africa,kg,UGX,1,G,Robusta,May-2008,2635.0,2635.0
324724,324724,Zambia,Africa,kg,ZMK,1,G,Arabica,May-2008,7386.78,7386.78
324725,324725,India,Asia & Oceania,kg,INR,50,G,Arabica,May-2008,5593.0,111.86
324726,324726,India,Asia & Oceania,kg,INR,50,G,Robusta,May-2008,4592.0,91.84
324729,324729,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,May-2008,6.98,6.98
324730,324730,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,May-2008,1.87,1.87
324731,324731,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,May-2008,94.19,94.19
324732,324732,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,May-2008,87.19,87.19
324733,324733,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,May-2008,61.43,61.43
324734,324734,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,May-2008,32800.0,32800.0
324735,324735,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,May-2008,55385.92,1206.66
324736,324736,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,May-2008,3.3,0.26
324737,324737,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,May-2008,3628.78,79.06
324738,324738,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,May-2008,783.65,17.07
324739,324739,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,May-2008,888.86,19.37
324740,324740,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,May-2008,2019.78,44.0
324741,324741,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,May-2008,2550.0,94.44
324742,324742,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,May-2008,11.5714,25.71
324743,324743,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,May-2008,1103.55,24.04
324744,324744,Brazil,South America,kg,BRL,60,G,Arabica,May-2008,254.84,4.25
324745,324745,Brazil,South America,kg,BRL,60,G,Robusta,May-2008,211.49,3.52
324746,324746,Colombia,South America,kg,COP,125,P,Arabica,May-2008,435608.0,3484.86
324747,324747,Ecuador,South America,SQ,USD,1,G,Arabica,May-2008,140.0,3.05
324748,324748,Ecuador,South America,SQ,USD,1,G,Robusta,May-2008,78.08,1.7
324749,324749,Peru,South America,kg,PEN,1,P,Arabica,May-2008,4.95,4.95
325305,325305,Angola,Africa,kg,AOA,1,D,Robusta,Jun-2008,35.0,35.0
325306,325306,Burundi,Africa,kg,BIF,1,P,Arabica,Jun-2008,1859.0,1859.0
325307,325307,Cameroon,Africa,kg,XAF,1,G,Arabica,Jun-2008,800.0,800.0
