,Unnamed: 0,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
325308,325308,Cameroon,Africa,kg,XAF,1,G,Robusta,Jun-2008,550.0,550.0
325309,325309,Central African Republic,Africa,kg,XAF,1,G,Robusta,Jun-2008,452.33,452.33
325310,325310,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jun-2008,710.0,710.0
325311,325311,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jun-2008,238.06,14.0
325316,325316,Tanzania,Africa,kg,TZS,1,P,Robusta,Jun-2008,700.0,700.0
325317,325317,Togo,Africa,kg,XAF,1,G,Robusta,Jun-2008,787.0,787.0
325318,325318,Uganda,Africa,kg,UGX,1,G,Arabica,Jun-2008,2900.0,2900.0
325319,325319,Uganda,Africa,kg,UGX,1,G,Robusta,Jun-2008,2825.0,2825.0
325320,325320,Zambia,Africa,kg,ZMK,1,G,Arabica,Jun-2008,8017.47,8017.47
325321,325321,India,Asia & Oceania,kg,INR,50,G,Arabica,Jun-2008,5994.0,119.88
325322,325322,India,Asia & Oceania,kg,INR,50,G,Robusta,Jun-2008,4889.0,97.78
325325,325325,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jun-2008,7.07,7.07
325326,325326,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Jun-2008,1.87,1.87
325327,325327,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Jun-2008,95.18,95.18
325328,325328,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jun-2008,88.18,88.18
325329,325329,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jun-2008,61.43,61.43
325330,325330,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Jun-2008,35000.0,35000.0
325331,325331,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jun-2008,55385.92,1206.66
325332,325332,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jun-2008,3.3,0.26
325333,325333,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jun-2008,4082.37,88.94
325334,325334,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jun-2008,815.2375,17.76
325335,325335,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jun-2008,891.44,19.42
325336,325336,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jun-2008,1914.1,41.7
325337,325337,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jun-2008,2550.0,94.44
325338,325338,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Jun-2008,11.3512,25.22
325339,325339,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Jun-2008,1103.55,24.04
325340,325340,Brazil,South America,kg,BRL,60,G,Arabica,Jun-2008,255.76,4.26
325341,325341,Brazil,South America,kg,BRL,60,G,Robusta,Jun-2008,211.29,3.52
325342,325342,Colombia,South America,kg,COP,125,P,Arabica,Jun-2008,453119.0,3624.95
325343,325343,Ecuador,South America,SQ,USD,1,G,Arabica,Jun-2008,140.0,3.05
325344,325344,Ecuador,South America,SQ,USD,1,G,Robusta,Jun-2008,81.5,1.78
325345,325345,Peru,South America,kg,PEN,1,P,Arabica,Jun-2008,5.3,5.3
325901,325901,Angola,Africa,kg,AOA,1,D,Robusta,Jul-2008,35.0,35.0
325902,325902,Burundi,Africa,kg,BIF,1,P,Arabica,Jul-2008,1859.0,1859.0
325903,325903,Cameroon,Africa,kg,XAF,1,G,Arabica,Jul-2008,800.0,800.0
325904,325904,Cameroon,Africa,kg,XAF,1,G,Robusta,Jul-2008,550.0,550.0
325905,325905,Central African Republic,Africa,kg,XAF,1,G,Robusta,Jul-2008,452.33,452.33
325906,325906,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jul-2008,650.0,650.0
325907,325907,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jul-2008,238.74,14.04
325910,325910,Malawi,Africa,kg,MWK,1,G,Arabica,Jul-2008,388.18,388.18
325911,325911,Tanzania,Africa,kg,TZS,1,P,Arabica,Jul-2008,1800.0,1800.0
325912,325912,Tanzania,Africa,kg,TZS,1,P,Robusta,Jul-2008,800.0,800.0
325913,325913,Togo,Africa,kg,XAF,1,G,Robusta,Jul-2008,775.0,775.0
325914,325914,Uganda,Africa,kg,UGX,1,G,Arabica,Jul-2008,2700.0,2700.0
325915,325915,Uganda,Africa,kg,UGX,1,G,Robusta,Jul-2008,2810.0,2810.0
325916,325916,Zambia,Africa,kg,ZMK,1,G,Arabica,Jul-2008,12897.17,12897.17
325917,325917,India,Asia & Oceania,kg,INR,50,G,Arabica,Jul-2008,6196.0,123.92
325918,325918,India,Asia & Oceania,kg,INR,50,G,Robusta,Jul-2008,5004.0,100.08
325921,325921,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jul-2008,7.19,7.19
325922,325922,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Jul-2008,3.57,3.57
325923,325923,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Jul-2008,104.56,104.56
325924,325924,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jul-2008,97.56,97.56
325925,325925,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jul-2008,61.43,61.43
325926,325926,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Jul-2008,36100.0,36100.0
325927,325927,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-2008,55385.92,1206.66
325928,325928,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jul-2008,3.3,0.26
325929,325929,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jul-2008,3628.77,79.06
325930,325930,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jul-2008,821.5375,17.9
325931,325931,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jul-2008,893.87,19.47
325932,325932,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jul-2008,1942.42,42.32
325933,325933,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jul-2008,2550.0,94.44
325934,325934,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Jul-2008,10.6813,23.74
325935,325935,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Jul-2008,1103.55,24.04
325936,325936,Brazil,South America,kg,BRL,60,G,Arabica,Jul-2008,250.52,4.18
325937,325937,Brazil,South America,kg,BRL,60,G,Robusta,Jul-2008,216.55,3.61
325938,325938,Colombia,South America,kg,COP,125,P,Arabica,Jul-2008,463152.0,3705.22
325939,325939,Ecuador,South America,SQ,USD,1,G,Arabica,Jul-2008,145.0,3.16
325940,325940,Ecuador,South America,SQ,USD,1,G,Robusta,Jul-2008,85.0,1.85
325941,325941,Peru,South America,kg,PEN,1,P,Arabica,Jul-2008,5.31,5.31
326497,326497,Angola,Africa,kg,AOA,1,D,Robusta,Aug-2008,35.0,35.0
326498,326498,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-2008,1859.0,1859.0
326499,326499,Cameroon,Africa,kg,XAF,1,G,Arabica,Aug-2008,800.0,800.0
326500,326500,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-2008,550.0,550.0
326501,326501,Central African Republic,Africa,kg,XAF,1,G,Robusta,Aug-2008,452.33,452.33
326502,326502,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-2008,616.0,616.0
326503,326503,Ethiopia,Africa,kg,ETB,17,G,Arabica,Aug-2008,239.32,14.08
326506,326506,Malawi,Africa,kg,MWK,1,G,Arabica,Aug-2008,337.72,337.72
326507,326507,Tanzania,Africa,kg,TZS,1,P,Arabica,Aug-2008,1800.0,1800.0
326508,326508,Tanzania,Africa,kg,TZS,1,P,Robusta,Aug-2008,800.0,800.0
326509,326509,Togo,Africa,kg,XAF,1,G,Robusta,Aug-2008,750.0,750.0
326510,326510,Uganda,Africa,kg,UGX,1,G,Arabica,Aug-2008,2800.0,2800.0
326511,326511,Uganda,Africa,kg,UGX,1,G,Robusta,Aug-2008,2850.0,2850.0
326512,326512,Zambia,Africa,kg,ZMK,1,G,Arabica,Aug-2008,14143.82,14143.82
326513,326513,India,Asia & Oceania,kg,INR,50,G,Arabica,Aug-2008,6072.0,121.44
326514,326514,India,Asia & Oceania,kg,INR,50,G,Robusta,Aug-2008,4960.0,99.2
326517,326517,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Aug-2008,6.86,6.86
326518,326518,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Aug-2008,2.08,2.08
326519,326519,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Aug-2008,99.51,99.51
326520,326520,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Aug-2008,92.51,92.51
326521,326521,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Aug-2008,61.43,61.43
326522,326522,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Aug-2008,35600.0,35600.0
326523,326523,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-2008,55385.92,1206.66
326524,326524,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Aug-2008,3.3,0.26
326525,326525,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Aug-2008,3628.78,79.06
326526,326526,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Aug-2008,807.7125,17.6
326527,326527,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Aug-2008,903.26,19.68
326528,326528,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Aug-2008,2094.23,45.63
326529,326529,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Aug-2008,2550.0,94.44
326530,326530,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Aug-2008,10.2793,22.84
326531,326531,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Aug-2008,1103.55,24.04
326532,326532,Brazil,South America,kg,BRL,60,G,Arabica,Aug-2008,248.86,4.15
326533,326533,Brazil,South America,kg,BRL,60,G,Robusta,Aug-2008,214.21,3.57
326534,326534,Colombia,South America,kg,COP,125,P,Arabica,Aug-2008,501036.0,4008.29
326535,326535,Ecuador,South America,SQ,USD,1,G,Arabica,Aug-2008,150.0,3.27
326536,326536,Ecuador,South America,SQ,USD,1,G,Robusta,Aug-2008,88.5,1.93
326537,326537,Peru,South America,kg,PEN,1,P,Arabica,Aug-2008,5.29,5.29
327093,327093,Angola,Africa,kg,AOA,1,D,Robusta,Sep-2008,35.0,35.0
327094,327094,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-2008,1859.0,1859.0
327095,327095,Cameroon,Africa,kg,XAF,1,G,Arabica,Sep-2008,800.0,800.0
327096,327096,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-2008,550.0,550.0
327097,327097,Central African Republic,Africa,kg,XAF,1,G,Robusta,Sep-2008,452.33,452.33
327098,327098,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-2008,650.0,650.0
327099,327099,Ethiopia,Africa,kg,ETB,17,G,Arabica,Sep-2008,230.66,13.57
327102,327102,Malawi,Africa,kg,MWK,1,G,Arabica,Sep-2008,295.18,295.18
327103,327103,Tanzania,Africa,kg,TZS,1,P,Arabica,Sep-2008,1800.0,1800.0
327104,327104,Tanzania,Africa,kg,TZS,1,P,Robusta,Sep-2008,800.0,800.0
327105,327105,Togo,Africa,kg,XAF,1,G,Robusta,Sep-2008,750.0,750.0
327106,327106,Uganda,Africa,kg,UGX,1,G,Arabica,Sep-2008,2700.0,2700.0
327107,327107,Uganda,Africa,kg,UGX,1,G,Robusta,Sep-2008,2775.0,2775.0
327108,327108,Zambia,Africa,kg,ZMK,1,G,Arabica,Sep-2008,11199.33,11199.33
327109,327109,India,Asia & Oceania,kg,INR,50,G,Arabica,Sep-2008,6109.0,122.18
327110,327110,India,Asia & Oceania,kg,INR,50,G,Robusta,Sep-2008,4892.0,97.84
327113,327113,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Sep-2008,6.86,6.86
327114,327114,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Sep-2008,2.08,2.08
327115,327115,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Sep-2008,97.58,97.58
327116,327116,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Sep-2008,90.58,90.58
327117,327117,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Sep-2008,61.43,61.43
327118,327118,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Sep-2008,32900.0,32900.0
327119,327119,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-2008,55385.92,1206.66
327120,327120,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Sep-2008,3.3,0.26
327121,327121,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Sep-2008,3628.78,79.06
327122,327122,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Sep-2008,793.275,17.28
327123,327123,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Sep-2008,848.9,18.49
327124,327124,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Sep-2008,1487.66,32.41
327125,327125,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Sep-2008,2550.0,94.44
327126,327126,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Sep-2008,9.5964,21.33
327127,327127,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Sep-2008,1103.55,24.04
327128,327128,Brazil,South America,kg,BRL,60,G,Arabica,Sep-2008,261.58,4.36
327129,327129,Brazil,South America,kg,BRL,60,G,Robusta,Sep-2008,217.32,3.62
327130,327130,Colombia,South America,kg,COP,125,P,Arabica,Sep-2008,544233.0,4353.86
327131,327131,Ecuador,South America,SQ,USD,1,G,Arabica,Sep-2008,160.0,3.49
327132,327132,Ecuador,South America,SQ,USD,1,G,Robusta,Sep-2008,85.75,1.87
327133,327133,Peru,South America,kg,PEN,1,P,Arabica,Sep-2008,5.47,5.47
327689,327689,Angola,Africa,kg,AOA,1,D,Robusta,Oct-2008,35.0,35.0
327690,327690,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-2008,1859.0,1859.0
327691,327691,Cameroon,Africa,kg,XAF,1,G,Arabica,Oct-2008,700.0,700.0
327692,327692,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-2008,400.0,400.0
327693,327693,Central African Republic,Africa,kg,XAF,1,G,Robusta,Oct-2008,437.33,437.33
327695,327695,Ethiopia,Africa,kg,ETB,17,G,Arabica,Oct-2008,207.1,12.18
327698,327698,Malawi,Africa,kg,MWK,1,G,Arabica,Oct-2008,271.52,271.52
327701,327701,Togo,Africa,kg,XAF,1,G,Robusta,Oct-2008,885.0,885.0
327702,327702,Uganda,Africa,kg,UGX,1,G,Arabica,Oct-2008,2600.0,2600.0
327703,327703,Uganda,Africa,kg,UGX,1,G,Robusta,Oct-2008,2300.0,2300.0
327704,327704,Zambia,Africa,kg,ZMK,1,G,Arabica,Oct-2008,10477.04,10477.04
327705,327705,India,Asia & Oceania,kg,INR,50,G,Arabica,Oct-2008,5891.0,117.82
327706,327706,India,Asia & Oceania,kg,INR,50,G,Robusta,Oct-2008,4505.0,90.1
327709,327709,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Oct-2008,5.59,5.59
327710,327710,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Oct-2008,2.24,2.24
327711,327711,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Oct-2008,87.94,87.94
327712,327712,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Oct-2008,80.94,80.94
327713,327713,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Oct-2008,61.43,61.43
327714,327714,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Oct-2008,26100.0,26100.0
327715,327715,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-2008,60207.6,1311.71
327716,327716,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Oct-2008,3.3,0.26
327717,327717,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Oct-2008,3628.78,79.06
327718,327718,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Oct-2008,627.375,13.67
327719,327719,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Oct-2008,772.3,16.83
327721,327721,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Oct-2008,2550.0,94.44
327722,327722,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Oct-2008,11.0551,24.57
327723,327723,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Oct-2008,1154.25,25.15
327724,327724,Brazil,South America,kg,BRL,60,G,Arabica,Oct-2008,256.84,4.28
327725,327725,Brazil,South America,kg,BRL,60,G,Robusta,Oct-2008,220.28,3.67
327726,327726,Colombia,South America,kg,COP,125,P,Arabica,Oct-2008,511451.0,4091.61
327727,327727,Ecuador,South America,SQ,USD,1,G,Arabica,Oct-2008,150.0,3.27
327728,327728,Ecuador,South America,SQ,USD,1,G,Robusta,Oct-2008,84.41,1.84
327729,327729,Peru,South America,kg,PEN,1,P,Arabica,Oct-2008,5.3,5.3
328285,328285,Angola,Africa,kg,AOA,1,D,Robusta,Nov-2008,35.0,35.0
328286,328286,Burundi,Africa,kg,BIF,1,P,Arabica,Nov-2008,1859.0,1859.0
328287,328287,Cameroon,Africa,kg,XAF,1,G,Arabica,Nov-2008,700.0,700.0
328288,328288,Cameroon,Africa,kg,XAF,1,G,Robusta,Nov-2008,400.0,400.0
328289,328289,Central African Republic,Africa,kg,XAF,1,G,Robusta,Nov-2008,437.33,437.33
328291,328291,Ethiopia,Africa,kg,ETB,17,G,Arabica,Nov-2008,305.39,17.96
328294,328294,Malawi,Africa,kg,MWK,1,G,Arabica,Nov-2008,227.48,227.48
328297,328297,Togo,Africa,kg,XAF,1,G,Robusta,Nov-2008,750.0,750.0
328298,328298,Uganda,Africa,kg,UGX,1,G,Arabica,Nov-2008,2600.0,2600.0
328299,328299,Uganda,Africa,kg,UGX,1,G,Robusta,Nov-2008,2300.0,2300.0
328300,328300,Zambia,Africa,kg,ZMK,1,G,Arabica,Nov-2008,9138.07,9138.07
328301,328301,India,Asia & Oceania,kg,INR,50,G,Arabica,Nov-2008,5887.0,117.74
328302,328302,India,Asia & Oceania,kg,INR,50,G,Robusta,Nov-2008,4509.0,90.18
328305,328305,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Nov-2008,5.41,5.41
328306,328306,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Nov-2008,1.68,1.68
328307,328307,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Nov-2008,82.8,82.8
328308,328308,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Nov-2008,75.8,75.8
328309,328309,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Nov-2008,61.43,61.43
328310,328310,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Nov-2008,25700.0,25700.0
328311,328311,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Nov-2008,60207.6,1311.71
328312,328312,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Nov-2008,3.3,0.26
328313,328313,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Nov-2008,3628.78,79.06
328314,328314,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Nov-2008,602.175,13.12
328315,328315,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Nov-2008,741.26,16.15
328316,328316,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Nov-2008,1702.95,37.1
328317,328317,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Nov-2008,2550.0,94.44
328318,328318,Mexico,Central America & Mexico,lb,MXN,1,G,Arabica,Nov-2008,12.4028,27.56
328319,328319,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Nov-2008,1154.25,25.15
328320,328320,Brazil,South America,kg,BRL,60,G,Arabica,Nov-2008,261.28,4.35
328321,328321,Brazil,South America,kg,BRL,60,G,Robusta,Nov-2008,222.17,3.7
328322,328322,Colombia,South America,kg,COP,125,P,Arabica,Nov-2008,514819.0,4118.55
328323,328323,Ecuador,South America,SQ,USD,1,G,Arabica,Nov-2008,190.0,4.14
328324,328324,Ecuador,South America,SQ,USD,1,G,Robusta,Nov-2008,82.25,1.79
328325,328325,Peru,South America,kg,PEN,1,P,Arabica,Nov-2008,3.79,3.79
328881,328881,Angola,Africa,kg,AOA,1,D,Robusta,Dec-2008,35.0,35.0
328882,328882,Burundi,Africa,kg,BIF,1,P,Arabica,Dec-2008,1859.0,1859.0
328883,328883,Cameroon,Africa,kg,XAF,1,G,Arabica,Dec-2008,700.0,700.0
328884,328884,Cameroon,Africa,kg,XAF,1,G,Robusta,Dec-2008,400.0,400.0
328885,328885,Central African Republic,Africa,kg,XAF,1,G,Robusta,Dec-2008,437.33,437.33
328887,328887,Ethiopia,Africa,kg,ETB,17,G,Arabica,Dec-2008,267.2,15.72
328890,328890,Malawi,Africa,kg,MWK,1,G,Arabica,Dec-2008,161.91,161.91
328893,328893,Togo,Africa,kg,XAF,1,G,Robusta,Dec-2008,625.0,625.0
328894,328894,Uganda,Africa,kg,UGX,1,G,Arabica,Dec-2008,2600.0,2600.0
328895,328895,Uganda,Africa,kg,UGX,1,G,Robusta,Dec-2008,2400.0,2400.0
328896,328896,Zambia,Africa,kg,ZMK,1,G,Arabica,Dec-2008,10724.13,10724.13
328897,328897,India,Asia & Oceania,kg,INR,50,G,Arabica,Dec-2008,5717.0,114.34
328898,328898,India,Asia & Oceania,kg,INR,50,G,Robusta,Dec-2008,4324.0,86.48
328901,328901,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Dec-2008,5.07,5.07
328902,328902,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Dec-2008,1.71,1.71
328903,328903,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Dec-2008,84.8,84.8
328904,328904,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Dec-2008,77.8,77.8
328905,328905,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Dec-2008,61.43,61.43
328906,328906,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Dec-2008,24900.0,24900.0
328907,328907,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Dec-2008,60207.6,1311.71
328908,328908,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Dec-2008,3.3,0.26
328909,328909,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Dec-2008,2993.74,65.22
328910,328910,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Dec-2008,583.45,12.71
328911,328911,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Dec-2008,727.84,15.86
328912,328912,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Dec-2008,1475.22,32.14
328913,328913,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Dec-2008,2550.0,94.44
328915,328915,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Dec-2008,1154.25,25.15
328916,328916,Brazil,South America,kg,BRL,60,G,Arabica,Dec-2008,262.04,4.37
328917,328917,Brazil,South America,kg,BRL,60,G,Robusta,Dec-2008,225.11,3.75
328918,328918,Colombia,South America,kg,COP,125,P,Arabica,Dec-2008,505342.0,4042.74
328919,328919,Ecuador,South America,SQ,USD,1,G,Arabica,Dec-2008,150.0,3.27
328920,328920,Ecuador,South America,SQ,USD,1,G,Robusta,Dec-2008,85.0,1.85
328921,328921,Peru,South America,kg,PEN,1,P,Arabica,Dec-2008,3.49,3.49
329477,329477,Angola,Africa,kg,AOA,1,D,Robusta,Jan-2009,35.0,35.0
329478,329478,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-2009,1859.0,1859.0
329479,329479,Cameroon,Africa,kg,XAF,1,G,Arabica,Jan-2009,700.0,700.0
329480,329480,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-2009,400.0,400.0
329481,329481,Central African Republic,Africa,kg,XAF,1,G,Robusta,Jan-2009,437.33,437.33
329482,329482,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-2009,546.0,546.0
329483,329483,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jan-2009,288.02,16.94
329486,329486,Malawi,Africa,kg,MWK,1,G,Arabica,Jan-2009,191.79,191.79
329489,329489,Togo,Africa,kg,XAF,1,G,Robusta,Jan-2009,650.0,650.0
329490,329490,Uganda,Africa,kg,UGX,1,G,Arabica,Jan-2009,2445.0,2445.0
329491,329491,Uganda,Africa,kg,UGX,1,G,Robusta,Jan-2009,2500.0,2500.0
329492,329492,Zambia,Africa,kg,ZMK,1,G,Arabica,Jan-2009,11185.92,11185.92
329493,329493,India,Asia & Oceania,kg,INR,50,G,Arabica,Jan-2009,5846.0,116.92
329494,329494,India,Asia & Oceania,kg,INR,50,G,Robusta,Jan-2009,4173.0,83.46
329497,329497,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jan-2009,3.93,3.93
329498,329498,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Jan-2009,1.67,1.67
329500,329500,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jan-2009,77.41,77.41
329501,329501,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jan-2009,68.35,68.35
329502,329502,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Jan-2009,25400.0,25400.0
329503,329503,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-2009,60207.6,1311.71
329504,329504,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jan-2009,3.3,0.26
329505,329505,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jan-2009,3175.18,69.18
329506,329506,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jan-2009,642.5125,14.0
329507,329507,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jan-2009,804.53,17.53
329508,329508,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jan-2009,1630.37,35.52
329509,329509,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jan-2009,2600.0,96.3
329511,329511,Nicaragua,Central America & Mexico,SQ,NIO,1,P,Arabica,Jan-2009,1154.25,25.15
329512,329512,Brazil,South America,kg,BRL,60,G,Arabica,Jan-2009,268.41,4.47
329513,329513,Brazil,South America,kg,BRL,60,G,Robusta,Jan-2009,227.66,3.79
329514,329514,Colombia,South America,kg,COP,125,P,Arabica,Jan-2009,569568.0,4556.54
329515,329515,Ecuador,South America,SQ,USD,1,G,Arabica,Jan-2009,150.0,3.27
329516,329516,Ecuador,South America,SQ,USD,1,G,Robusta,Jan-2009,84.19,1.83
329517,329517,Peru,South America,kg,PEN,1,P,Arabica,Jan-2009,3.68,3.68
330073,330073,Angola,Africa,kg,AOA,1,D,Robusta,Feb-2009,35.0,35.0
330074,330074,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-2009,1859.0,1859.0
330075,330075,Cameroon,Africa,kg,XAF,1,G,Arabica,Feb-2009,700.0,700.0
330076,330076,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-2009,400.0,400.0
330077,330077,Central African Republic,Africa,kg,XAF,1,G,Robusta,Feb-2009,437.33,437.33
